WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX
116,122,122,0,1
122,122,116,0,1
113,113,113,0,1
113,113,119,0,1
113,113,113,0,1
113,113,113,0,1
113,113,113,0,1
113,113,113,0,1
113,113,113,0,1
113,113,113,0,1
113,119,119,0,1
119,116,113,0,1
113,113,113,0,1
113,113,113,0,1
143,122,116,0,1
122,122,122,0,1
143,113,113,0,1
113,113,113,0,5
113,122,113,0,5
116,122,113,0,5
116,113,116,0,5
116,113,113,0,5
119,119,122,0,3
122,113,113,0,3
113,116,122,0,4
119,113,113,0,5
116,113,113,0,4
113,113,113,0,4
113,113,113,0,4
116,119,113,0,4
113,113,113,0,4
143,113,113,0,4
143,122,116,0,2
116,116,113,0,3
116,119,122,0,3
119,122,119,0,2
113,116,116,0,2
119,119,119,0,1
116,116,122,0,1
113,113,113,0,1
113,113,113,0,1
119,116,122,0,1
116,122,116,0,1
119,119,122,0,1
116,116,113,0,1
116,113,113,0,1
116,116,119,0,1
116,116,113,0,1
122,119,113,0,1
113,113,113,0,1
113,113,143,0,1
116,113,113,0,1
143,113,113,0,1
116,113,113,0,1
113,113,113,0,1
113,113,113,0,1
116,122,113,0,1
116,113,113,0,1
119,200,143,0,1
113,116,122,0,1
122,122,116,0,1
143,116,116,0,1
119,122,122,0,1
113,113,116,0,1
122,122,122,0,1
122,122,122,0,1
119,119,122,0,1
248,116,143,0,1
116,116,122,0,1
122,122,122,0,1
116,122,122,0,1
116,116,113,0,1
113,116,113,0,1
113,113,113,0,1
122,119,116,0,1
122,122,119,0,1
113,113,119,0,1
122,122,122,0,1
113,116,122,0,1
122,122,122,0,1
116,200,116,0,1
113,119,122,0,1
122,122,122,0,1
122,122,143,0,1
122,122,119,0,1
248,116,116,0,1
116,113,113,0,1
113,113,116,0,1
113,113,119,0,1
113,113,113,0,1
143,113,116,0,1
143,122,143,0,1
143,113,116,0,1
