DATE,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX
2016-02-28,122,116,116,0,1
2016-02-29,113,113,113,0,1
2016-03-01,122,122,122,0,1
2016-03-02,119,116,119,0,1
2016-03-03,119,122,122,0,1
2016-03-04,122,116,113,0,1
2016-03-07,113,119,116,0,1
2016-03-08,116,119,119,0,1
2016-03-10,122,122,122,0,1
2016-03-11,113,119,116,0,1
2016-03-12,113,113,113,0,1
2016-03-13,113,113,113,0,1
2016-03-14,119,119,116,0,1
2016-03-15,113,113,113,0,1
2016-03-16,122,113,122,0,1
2016-03-17,116,113,113,0,1
2016-03-18,113,113,113,0,1
2016-03-19,116,113,113,0,1
2016-03-21,113,119,113,0,1
2016-03-22,113,113,116,0,1
2016-03-23,113,113,113,0,1
2016-03-24,116,119,122,0,1
2016-03-25,122,122,113,0,1
2016-03-26,122,122,122,0,1
2016-03-27,113,116,122,0,1
2016-03-28,122,113,113,0,1
2016-03-29,116,116,113,0,1
2016-03-30,248,122,122,0,1
2016-03-31,119,122,113,0,1
2016-04-01,116,116,113,0,1
2016-04-02,113,116,113,0,1
2016-04-03,119,119,122,0,1
2016-04-05,113,116,113,0,1
2016-04-06,116,122,113,0,1
2016-04-07,113,116,116,0,1
2016-04-08,116,116,116,0,1
2016-04-09,122,119,116,0,1
2016-04-10,119,116,113,0,1
2016-04-11,113,119,113,0,1
2016-04-12,116,113,113,0,1
2016-04-13,119,119,116,0,1
2016-04-14,116,116,116,0,1
2016-04-15,119,305,116,0,1
2016-04-16,116,176,176,0,1
2016-04-18,116,176,116,0,1
2016-04-19,116,116,116,0,1
2016-04-20,116,116,113,0,1
2016-04-21,143,122,122,0,1
2016-04-22,143,119,116,0,1
2016-04-23,143,122,116,0,1
2016-04-24,116,122,116,0,1
2016-04-26,119,122,116,0,1
2016-04-28,113,113,113,0,1
2016-04-29,119,116,122,0,1
2016-04-30,116,113,113,0,1
2016-05-01,113,113,113,0,1
2016-05-03,113,113,113,0,1
2016-05-04,113,113,113,0,1
2016-05-06,113,116,116,0,1
2016-05-07,116,119,116,0,1
2016-05-08,122,122,116,0,1
2016-05-09,119,122,113,0,1
2016-05-10,143,119,113,0,1
2016-05-12,122,122,122,0,1
2016-05-13,122,122,119,0,1
2016-05-14,116,116,119,0,1
2016-05-15,113,113,116,0,1
2016-05-16,122,116,116,0,1
2016-05-17,119,122,122,0,1
2016-05-18,122,293,293,0,1
2016-05-19,116,119,116,0,1
2016-05-20,116,116,116,0,1
2016-05-21,116,116,116,0,1
2016-05-22,143,113,122,0,1
2016-05-23,113,113,113,0,1
2016-05-24,113,113,116,0,1
2016-05-25,113,116,116,0,1
2016-05-26,113,113,113,0,1
2016-05-27,113,113,116,0,1
2016-05-28,176,176,113,0,1
2016-05-29,116,200,122,0,1
2016-05-31,119,119,116,0,1
2016-06-01,176,122,119,0,1
2016-06-02,122,122,122,0,1
2016-06-03,119,122,122,0,1
2016-06-04,119,122,116,0,1
2016-06-06,116,119,116,0,1
2016-06-07,116,116,113,0,1
2016-06-08,113,116,113,0,1
2016-06-09,116,116,113,0,1
2016-06-10,119,119,119,0,1
2016-06-11,122,122,113,0,1
2016-06-12,122,119,119,0,1
2016-06-13,122,200,122,0,1
2016-06-14,116,116,119,0,1
2016-06-15,116,116,116,0,1
2016-06-16,116,116,116,0,1
2016-06-17,116,119,116,0,1
2016-06-18,116,119,116,0,1
2016-06-19,119,122,116,0,1
2016-06-20,119,122,122,0,1
2016-06-21,122,122,122,0,1
2016-06-22,116,200,113,0,1
2016-06-23,113,116,119,0,1
2016-06-24,113,113,113,0,1
2016-06-25,113,119,116,0,1
2016-06-26,113,119,116,0,1
2016-06-27,122,122,119,0,1
2016-06-28,119,119,119,0,1
2016-06-29,116,119,122,0,1
2016-06-30,122,122,119,0,1
2016-07-01,119,122,122,0,1
2016-07-02,116,119,113,0,1
2016-07-03,122,122,122,0,1
2016-07-05,116,122,113,0,1
2016-07-06,116,113,113,0,1
2016-07-07,113,113,113,0,1
2016-07-08,113,113,113,0,1
2016-07-09,116,113,113,0,1
2016-07-10,113,113,119,0,1
2016-07-11,122,116,116,0,1
2016-07-12,116,116,113,0,1
2016-07-13,113,116,113,0,1
2016-07-14,113,119,113,0,1
2016-07-15,113,113,113,0,1
2016-07-16,113,113,113,0,1
2016-07-17,113,113,113,0,1
2016-07-18,116,116,116,0,1
2016-07-19,119,119,116,0,1
2016-07-20,119,116,116,0,1
2016-07-21,119,176,116,0,1
2016-07-22,116,116,116,0,1
2016-07-24,116,119,116,0,1
2016-07-25,116,116,116,0,1
2016-07-26,116,116,116,0,1
2016-07-27,116,119,116,0,1
2016-07-28,119,119,122,0,1
2016-07-29,122,122,122,0,1
2016-07-30,119,119,116,0,1
2016-07-31,119,119,119,0,1
2016-08-01,113,113,116,0,1
2016-08-02,122,122,122,0,1
2016-08-03,122,119,122,0,1
2016-08-04,122,119,113,0,1
2016-08-05,113,116,113,0,1
2016-08-06,113,116,113,0,1
2016-08-07,113,113,113,0,1
2016-08-08,116,116,119,0,1
2016-08-09,113,113,113,0,1
2016-08-10,113,122,113,0,1
2016-08-12,113,113,113,0,1
2016-08-13,113,113,113,0,1
2016-08-14,113,113,113,0,1
2016-08-15,113,113,113,0,1
2016-08-16,113,113,113,0,1
2016-08-17,113,113,119,0,1
2016-08-19,122,122,113,0,1
2016-08-20,113,116,113,0,1
2016-08-21,116,113,113,0,1
2016-08-22,113,113,113,0,1
2016-08-23,113,113,113,0,1
2016-08-24,113,113,113,0,1
2016-08-25,113,113,113,0,1
2016-08-26,113,113,113,0,1
2016-08-28,122,116,122,0,1
2016-08-29,119,116,116,0,1
2016-08-30,143,113,116,0,1
2016-08-31,113,113,113,0,1
2016-09-01,113,113,113,0,1
2016-09-02,113,116,113,0,1
2016-09-03,113,113,113,0,1
2016-09-04,116,119,116,0,1
2016-09-05,143,122,116,0,1
2016-09-06,143,113,113,0,1
2016-09-07,113,113,113,0,1
2016-09-08,122,113,113,0,1
2016-09-09,113,113,113,0,1
2016-09-10,116,119,122,0,1
2016-09-11,119,116,113,0,1
2016-09-12,113,116,113,0,1
2016-09-13,113,113,122,0,1
2016-09-14,119,113,116,0,1
2016-09-15,119,116,116,0,1
2016-09-16,143,119,116,0,1
2016-09-17,116,116,116,0,1
2016-09-18,122,122,119,0,1
2016-09-19,143,113,113,0,1
2016-09-20,143,113,116,0,1
2016-09-21,113,116,113,0,1
2016-09-22,116,116,116,0,1
2016-09-23,113,113,113,0,1
2016-09-25,116,113,113,0,1
2016-09-26,116,113,116,0,1
2016-09-27,122,122,119,0,1
2016-09-28,248,119,113,0,1
2016-09-29,143,113,113,0,1
2016-09-30,122,122,122,0,1
2016-10-01,113,113,113,0,1
2016-10-02,113,113,113,0,1
2016-10-03,113,113,116,0,1
2016-10-04,113,113,116,0,1
2016-10-05,113,113,113,0,1
2016-10-06,113,113,113,0,1
2016-10-07,113,113,116,0,1
2016-10-08,119,116,116,0,1
2016-10-09,113,116,116,0,1
2016-10-10,122,116,116,0,1
2016-10-11,113,116,113,0,1
2016-10-12,116,113,116,0,1
2016-10-13,122,119,119,0,1
2016-10-14,143,119,113,0,1
2016-10-15,119,122,119,0,1
2016-10-16,200,116,116,0,1
2016-10-17,143,113,113,0,1
2016-10-18,113,116,116,0,1
2016-10-20,116,113,113,0,1
2016-10-21,143,116,116,0,1
2016-10-22,116,116,113,0,1
2016-10-23,119,122,113,0,1
2016-10-24,122,122,113,0,1
2016-10-25,113,113,113,0,1
2016-10-26,143,122,116,0,1
2016-10-28,143,113,113,0,1
2016-10-29,116,113,113,0,1
2016-11-02,143,116,116,0,1
2016-11-03,113,113,113,0,1
2016-11-04,116,116,200,0,1
2016-11-05,113,113,116,0,1
2016-11-06,119,116,113,0,1
2016-11-07,116,116,113,0,1
2016-11-09,116,122,116,0,1
2016-11-10,122,122,116,0,1
2016-11-11,113,116,113,0,1
2016-11-12,119,200,248,0,1
2016-11-14,143,116,116,0,1
2016-11-15,119,122,143,0,1
2016-11-16,122,122,122,0,1
2016-11-17,122,119,119,0,1
2016-11-18,119,113,122,0,1
2016-11-19,113,122,122,0,1
2016-11-20,122,116,122,0,1
2016-11-21,200,119,122,0,1
2016-11-22,116,116,113,0,1
2016-11-23,122,122,200,0,1
2016-11-24,122,116,116,0,1
2016-11-25,122,122,122,0,1
2016-11-26,143,119,113,0,1
2016-11-27,113,113,116,0,1
2016-11-28,113,113,113,0,1
2016-11-29,113,113,113,0,1
2016-11-30,119,113,113,0,1
2016-12-01,113,113,113,0,1
2016-12-02,113,113,113,0,1
2016-12-03,116,113,113,0,1
2016-12-04,116,119,116,0,1
2016-12-05,116,122,116,0,1
2016-12-06,143,113,113,0,1
2016-12-07,116,113,113,0,1
2016-12-08,116,113,143,0,1
2016-12-09,113,113,113,0,1
2016-12-10,143,113,113,0,1
2016-12-11,143,122,143,0,1
2016-12-12,143,116,119,0,1
2016-12-13,116,113,113,0,1
2016-12-14,122,119,116,0,1
2016-12-15,116,119,116,0,1
2016-12-16,143,113,113,0,1
2016-12-17,113,113,113,0,1
2016-12-18,113,113,113,0,1
2016-12-19,116,122,122,0,1
2016-12-20,143,113,116,0,1
2016-12-21,122,122,122,0,1
2016-12-22,143,116,113,0,1
2016-12-23,143,116,122,0,1
2016-12-24,143,113,113,0,1
2016-12-25,122,122,122,0,1
2016-12-26,248,122,113,0,1
2016-12-27,113,116,119,0,1
2016-12-28,113,113,116,0,1
2016-12-29,113,113,113,0,1
2016-12-30,113,113,113,0,1
2016-12-31,113,113,113,0,1
