DATE,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX
2011-11-03,116,200,116,0,1
2011-11-04,113,116,113,0,1
2011-11-05,119,119,119,0,1
2011-11-06,122,122,116,0,1
2011-11-07,119,119,122,0,1
2011-11-08,116,119,143,0,1
2011-11-09,116,116,113,0,1
2011-11-10,143,200,113,0,1
2011-11-11,116,116,143,0,1
2011-11-13,113,113,113,0,1
2011-11-14,116,113,113,0,1
2011-11-15,116,119,143,0,1
2011-11-16,122,122,143,0,1
2011-11-17,113,113,113,0,1
2011-11-18,113,113,113,0,1
2011-11-19,143,116,143,0,1
2011-11-20,143,113,116,0,1
2011-11-21,119,119,143,0,1
2011-11-22,143,116,113,0,1
2011-11-23,116,122,119,0,1
2011-11-24,143,122,113,0,1
2011-11-25,113,122,143,0,1
2011-11-26,143,113,113,0,1
2011-11-27,122,116,143,0,1
2011-11-28,248,119,116,0,1
2011-11-29,119,119,122,0,1
2011-11-30,113,116,122,0,1
2011-12-01,122,200,116,0,1
2011-12-02,113,113,116,0,2
2011-12-03,122,122,122,0,1
2011-12-04,122,122,122,0,3
2011-12-05,113,113,119,0,1
2011-12-06,119,119,119,0,3
2011-12-07,122,119,116,0,1
2011-12-08,122,116,122,0,1
2011-12-09,122,122,122,0,1
2011-12-10,116,113,113,0,1
2011-12-11,143,122,119,0,1
2011-12-12,113,113,119,0,1
2011-12-13,200,116,116,0,1
2011-12-14,116,113,119,0,2
2011-12-15,116,119,122,0,3
2011-12-16,200,116,116,0,2
2011-12-17,113,113,113,0,3
2011-12-18,113,113,116,0,2
2011-12-19,119,122,122,0,2
2011-12-20,116,119,119,0,2
2011-12-21,122,122,119,0,3
2011-12-22,116,113,116,0,2
2011-12-23,119,119,116,0,2
2011-12-25,119,116,116,0,2
2011-12-26,113,113,113,0,1
2011-12-27,113,116,113,0,1
2011-12-28,116,116,113,0,1
2011-12-29,113,116,116,0,1
2011-12-30,122,122,122,0,1
2011-12-31,122,122,122,0,1
