alternance;appellationlibelle;competences;dateActualisation;dateCreation;description;dureeTravailLibelleConverti;experienceCommentaire;experienceExige;experienceLibelle;formations;id;intitule;langues;natureContrat;nombrePostes;qualificationCode;qualificationLibelle;romeCode;romeLibelle;typeContrat;typeContratLibelle;entreprise.nom;lieuTravail.codePostal;lieuTravail.commune;lieuTravail.latitude;lieuTravail.libelle;lieuTravail.longitude;origineOffre.origine;origineOffre.partenaires;origineOffre.urlOrigine;salaire.libelle;accessibleTH;dureeTravailLibelle;qualitesProfessionnelles;secteurActivite;secteurActiviteLibelle;trancheEffectifEtab;contact.coordonnees1;contact.courriel;contact.nom;entreprise.description;entreprise.logo;entreprise.url;deplacementCode;deplacementLibelle;contact.urlPostulation;salaire.commentaire;salaire.complement1;salaire.complement2;agence.courriel;contact.coordonnees2;contact.coordonnees3;permis;complementExercice;contact.commentaire;contact.telephone
False;Développeur / Développeuse informatique;[{'code': '109846', 'exigence': 'S', 'libelle': 'Concevoir et développer les programmes et applications informatiques'}, {'code': '121055', 'exigence': 'S', 'libelle': 'Déterminer des mesures correctives'}, {'code': '117309', 'exigence': 'S', 'libelle': 'Établir un cahier des charges'}, {'code': '124517', 'exigence': 'S', 'libelle': 'Rédiger une Spécification Technique de Besoin (STB)'}];2020-06-19T00:00:00+02:00;2020-06-18T09:18:02+02:00;"Parfaitement intégré(e) au sein de la société, au pôle Application & Data, votre principal objectif est d'apporter des réponses techniques aux nouveaux besoins de l'entreprise, et de garantir le bon fonctionnement de nos outils spécifiques. Vos principales missions seront les suivantes :  
-	Co-construire avec les opérationnels les applications orientées « usage »
-	Concevoir et développer les nouveaux outils accompagnant l'évolution de notre Système d'Information en lien avec notre nouvel ERP
-	Faire évoluer les applications en mode Responsive
-	Assurer le support fonctionnel des outils développés

Votre biographie : 
Les indispensables : maitrise de PHP, Mysql et Java dans un environnement Linux
L'idéal : vous êtes force de proposition et maitrisez l'anglais
Les petits + : vous aimez le travail en équipe

Malgré la crise sanitaire l'offre est maintenue, le recrutement peut cependant être reporté à une date ultérieure. 
N'hésitez pas à postuler.";Temps plein;;E;2 ans;[];102MMYW;Développeur / Développeuse informatique    (H/F);[];Contrat travail;1;6;Employé qualifié;M1805;Études et développement informatique;CDI;Contrat à durée indéterminée;SECODI;44000.0;44109.0;47.21722222;44 - NANTES;-1.5538888880000001;1;[];https://candidat.pole-emploi.fr/offres/recherche/detail/102MMYW;Mensuel de 2000,00 Euros à 2800,00 Euros sur 12 mois;False;38H Horaires normaux;[{'description': 'Capacité à prendre en charge son activité sans devoir être encadré de façon continue. Exemple : travailler efficacement sans responsable', 'libelle': 'Autonomie'}, {'description': 'Capacité à planifier, à prioriser, à anticiper des actions en tenant compte des moyens, des ressources, des objectifs et du calendrier pour les réaliser. Exemple : planifier, ordonner ses actions par priorité', 'libelle': 'Sens de l’organisation'}, {'description': 'Capacité à être proactif, à initier, à imaginer des propositions nouvelles pour résoudre les problèmes identifiés ou pour améliorer une situation. Exemple : proposer des améliorations, être positif et constructif', 'libelle': 'Force de proposition'}];70.0;Conseil pour les affaires et autres conseils de gestion;50 à 99 salariés;http://secom.candidesk.fr/index.php/emploi/?id=102-developpeur-hf&id_client=18&utm_source=pole-emploi&utm_medium=offresdemploi&utm_campaign=candidesk;;SECODI - M. Alexandre Herel;SECOM fait partie d'un réseau d'entreprises familial de la région nantaise. Créé en 1978, notre réseau compte aujourd'hui 480 collaborateurs répartis en France, Espagne, Finlande, Estonie et Turquie. SECOM agit en tant que société support pour nos entreprises en France et à l'étranger. Notre équipe de 45 personnes est répartie dans différents services : Ressources Humaines, Information Technology, Finance/Comptabilité, Marketing/Communication, Juridique/ Administratif, ainsi que la DG;;https://www.linkedin.com/company/secomnantes/?originalSubdomain=fr;1.0;Jamais;http://secom.candidesk.fr/index.php/emploi/?id=102-developpeur-hf&id_client=18&utm_source=pole-emploi&utm_medium=offresdemploi&utm_campaign=candidesk;;;;;;;;;;
False;Développeur / Développeuse informatique;[];2020-07-05T02:48:24+02:00;2020-06-17T21:32:12+02:00;"PAS DE SOUS-TRAITANCE // MERCI
Nous recherchons pour un projet longue durée un Développeur Delphi afin d'intervenir sur:
 Développement des nouvelles fonctionnalités
 Développement de services
 Maintenance évolutive et corrective
 Installation et mise en place de l'application dans le site";Non renseigné;;D;Débutant accepté;[];1411769;Développeur Delphi (H/F);[];Emploi non salarié;1;X;;M1805;Études et développement informatique;LIB;Profession libérale;;44000.0;44109.0;47.21722222;44 - NANTES;-1.5538888880000001;2;[{'logo': 'https://www.pole-emploi.fr/static/img/partenaires/jobijoba80.png', 'nom': 'JOBIJOBA', 'url': 'https://www.jobijoba.com/fr/annonce/26/8521b1c0aed69f64458775e574142696'}];https://candidat.pole-emploi.fr/offres/recherche/detail/1411769;;;;;;;;;;;;;;;;;;;;;;;;;;
False;Développeur / Développeuse d'application;[{'code': '118637', 'exigence': 'S', 'libelle': 'Analyser les besoins du client'}, {'code': '109846', 'exigence': 'S', 'libelle': 'Concevoir et développer les programmes et applications informatiques'}, {'code': '121055', 'exigence': 'S', 'libelle': 'Déterminer des mesures correctives'}, {'code': '117309', 'exigence': 'S', 'libelle': 'Établir un cahier des charges'}, {'code': '124517', 'exigence': 'S', 'libelle': 'Rédiger une Spécification Technique de Besoin (STB)'}];2020-06-18T00:00:00+02:00;2020-06-17T19:11:46+02:00;"D-FI recherche un Ingénieur Développement sur AS400 / RPG H/F pour :

- Rédiger les spécifications techniques
- Développer des applications métiers
- Réaliser les tests
- Mettre en production
- Rédaction de document technique
- Reporting d'activité
- Force de proposition pour les évolutions techniques

De formation Bac+2 à Bac+5 en développement informatique, vous justifiez d'une première expérience minimale de 5 ans en développement AS400.
Vous êtes autonome, rigoureux, force de proposition.
Vous aimez les challenges et travaillez en équipe.";Temps plein;;E;5 ans;[];102MKSC;Développeur RPG / AS400 H/F;[];Contrat travail;1;9;Cadre;M1805;Études et développement informatique;CDI;Contrat à durée indéterminée;D.FI;44000.0;44109.0;47.21722222;44 - NANTES;-1.5538888880000001;1;[];https://candidat.pole-emploi.fr/offres/recherche/detail/102MKSC;;False;37H50 Horaires normaux;"[{'description': 'Capacité à travailler et à se coordonner avec les autres au sein de l’entreprise en confiance et en transparence pour réaliser les objectifs fixés. Exemple : aider ses collègues, savoir demander de l’aide', 'libelle': 'Travail en équipe'}, {'description': 'Capacité à prendre en charge son activité sans devoir être encadré de façon continue. Exemple : travailler efficacement sans responsable', 'libelle': 'Autonomie'}, {'description': 'Capacité à respecter les règles et codes de l’entreprise; à réaliser des tâches en suivant avec précision les procédures et instructions fournies ; à transmettre des informations avec exactitude. Exemple : être ponctuel, respecter les engagements, résister à la distraction', 'libelle': 'Rigueur'}]";46.0;Commerce de gros (commerce interentreprises) d'ordinateurs, d'équipements informatiques périphériques et de logiciels;6 à 9 salariés;Courriel : nma@d-fi.fr;nma@d-fi.fr;D.FI - Mme Nathalie Manikham;"Le Groupe D.FI est une ESN de 250 collaborateurs, également intégrateur d'infrastructures,  présent sur l'ensemble du territoire. Le Groupe déploie pour ses clients des solutions IT à haute valeur ajoutée.

D.FI a tissé des partenariats technologiques au plus haut niveau avec les constructeurs et éditeurs leaders sur le marché basée sur 4 axes :
- Infrastructures complexes et convergentes
- Data management
- Application & User Experience
- Power Systems et Cloud";https://entreprise.pole-emploi.fr/static/img/logos/BswOfhhdQ4s501T67Fg8Sd3mRzNL8UJB.png;https://www.d-fi.fr/;;;;à négocier selon profil;à négocier selon profil;;;;;;;;
False;Développeur attaché foncier / Développeuse attachée foncière;"[{'code': '113547', 'exigence': 'S', 'libelle': ""Définir la faisabilité et la rentabilité d'un projet""}, {'code': '101640', 'exigence': 'S', 'libelle': ""Droit de l'urbanisme et de la construction""}, {'code': '120675', 'exigence': 'S', 'libelle': 'Élaborer un budget prévisionnel'}, {'code': '120889', 'exigence': 'S', 'libelle': 'Gestion administrative'}, {'code': '124109', 'exigence': 'S', 'libelle': 'Prospecter un marché'}]";2020-07-07T00:00:00+02:00;2020-06-17T11:05:49+02:00;"Vos missions :
Vous recherchez et identifiez des opportunités foncières en prospectant directement les propriétaires et vous négociez l'acquisition des terrains.
Vous développez des relations commerciales avec les contacts susceptibles d'apporter des opérations.
Vous participez à l'étude du projet qui sera soumis à décision de la Direction Générale, ainsi qu'à la préparation du permis de construire.
Vous participez à la présentation des projets en Mairie et aux démarches de concertations en vue de l'obtention des autorisations administratives définitives.
Vous êtes impliqué(e) jusqu'à la signature de l'acte authentique d'achat du terrain.

Vous possédez de l'expérience en prospection foncière, en tant que commercial(e) dans l'immobilier.

(Dans le cadre de la crise sanitaire, toutes les mesures de protection des salariés en poste sont prises par l'employeur)";Temps plein;;E;3 ans;[{'codeFormation': '42154', 'commentaire': 'BTS Professions immobilières', 'domaineLibelle': 'Immobilier', 'exigence': 'E', 'niveauLibelle': 'Bac+2 ou équivalents'}];102LXRL;Développeur attaché foncier / Développeuse attachée foncière;[];Contrat travail;1;6;Employé qualifié;C1503;Management de projet immobilier;CDI;Contrat à durée indéterminée;KELLY SERVICES;44700.0;44114.0;47.27083333;44 - ORVAULT;-1.62361111;1;[];https://candidat.pole-emploi.fr/offres/recherche/detail/102LXRL;Annuel de 24000 Euros à 28000 Euros sur 12 mois;False;35H Horaires normaux;;78.0;Activités des agences de travail temporaire;3 à 5 salariés;Courriel : julie.blanche@kellyservices.fr;julie.blanche@kellyservices.fr;KELLY SERVICES - Mme JULIE BLANCHE;Kelly est un des leaders mondiaux de solutions de ressources humaines avec une gamme complète de services de recrutement, d'externalisation et de conseil RH.;;http://www.kellyservices.fr;;;;;;;;;;;;;
False;Développeur / Développeuse logiciel de réalité augmentée;[{'code': '121398', 'exigence': 'S', 'libelle': 'Analyser des problèmes techniques'}, {'code': '109846', 'exigence': 'S', 'libelle': 'Concevoir et développer les programmes et applications informatiques'}, {'code': '121055', 'exigence': 'S', 'libelle': 'Déterminer des mesures correctives'}, {'code': '118823', 'exigence': 'S', 'libelle': 'Informatique scientifique et technique'}, {'code': '104564', 'exigence': 'S', 'libelle': 'Langage informatique C/C++'}];2020-07-02T00:00:00+02:00;2020-06-17T09:39:19+02:00;"Réaliser et de maintenir des applications clients lourds en .NET sous l'environnement Visual Studio à destination de plateformes W7/W8/W10, avec base de données SQL Server.
Réaliser et de maintenir des modules complémentaires en .NET sous l'environnement Visual Studio, pour des applications comme Revit, Excel ou Word, avec base de données SQL Server.
Connaissances requises : 
Programmation en .NET, C# 6, WPF, WCF, XML ; Composants DataSet, TreeView, DataGridView et PropertyGrid ; Environnement Visual Studio de Microsoft ; Système de gestion de base de données MS SQL Server ; Une connaissance d'un système de contrôle de version est nécessaire - TFS, GitHub,   . 

Vous maîtrisez impérativement l'analyse de documents en anglais.
(Dans le cadre de la crise sanitaire, toutes les mesures de protection des salariés en poste sont prises par l'employeur)";Temps plein;sur poste similaire;E;1 an - sur poste similaire;[{'codeFormation': '24231', 'commentaire': 'Pas de commentaire formation', 'domaineLibelle': 'Réseau informatique', 'exigence': 'E', 'niveauLibelle': 'Bac+3, Bac+4 ou équivalents'}];102LSXQ;DEVELOPPEUR C# - CONTEXTE R ET D (H/F);[{'exigence': 'E', 'libelle': 'Anglais Courant Exigé'}];Contrat travail;1;6;Employé qualifié;M1805;Études et développement informatique;MIS;Mission intérimaire - 1 Mois;KELLY SERVICES;44000.0;44109.0;47.21722222;44 - NANTES;-1.5538888880000001;1;[];https://candidat.pole-emploi.fr/offres/recherche/detail/102LSXQ;Horaire de 10,15 Euros à 11,15 Euros sur 12 mois;False;35H Horaires normaux;;78.0;Activités des agences de travail temporaire;3 à 5 salariés;Courriel : julie.blanche@kellyservices.fr;julie.blanche@kellyservices.fr;KELLY SERVICES - Mme JULIE BLANCHE;Kelly est un des leaders mondiaux de solutions de ressources humaines avec une gamme complète de services de recrutement, d'externalisation et de conseil RH.;;http://www.kellyservices.fr;;;;;;;;;;;;;
False;Développeur / Développeuse informatique;[];2020-07-10T06:50:57+02:00;2020-06-17T04:57:58+02:00;"Description du poste :
Rejoignez cette start-up et participez au développement d'outils permettant à des acteurs e-commerce d'augmenter la visibilité de leurs produits sur différentes places de marchés (Amazon, Ebay etc). Afin de les accompagner dans un projet d'upgrade et d'évolution de son application, notre client recherche un Développeur PHP / Symfony.
Localisation : Nantes-centre
Rémunération : 30 000 - 35000 Euros bruts / an
Technos : PHP, Symfony, MVC, JQuery, MySQL, Ajax
Rattaché(e) au Responsable technique, vous prenez en charge le projet de bascule de version et vos futures missions sont de :
- Concevoir et développer les évolutions de l'application
- Mettre en place des process permettant de garantir un code maintenable et scalable
- Contribuer au lancement d'une démarche DevOps (déploiement et intégration continue)
Description du profil :
Profil :
- Vous disposez d'une première expérience significative sur du développement en PHP avec le framework Symfony
- Vous êtes autonome et aimez le travail bien fait, la qualité du code a une importance pour vous
- Vous avez un bon esprit d'équipe et êtes force de proposition
Les + :
Ambiance conviviale
Localisation idéale et locaux sympas
N'hésitez pas à contacter François Le Saux, Consultant Seyos en charge de ce recrutement.";Non renseigné;;E;Expérience exigée de 3 à 5 An(s);[];1379187;Développeur SYMFONY (H/F);[];Contrat travail;1;X;;M1805;Études et développement informatique;CDI;Contrat à durée indéterminée;Consultant Seyos;44000.0;44109.0;47.21722222;44 - NANTES;-1.5538888880000001;2;[{'logo': 'https://www.pole-emploi.fr/static/img/partenaires/meteojob80.png', 'nom': 'METEOJOB', 'url': 'https://www.meteojob.com/candidat/offres/offre-d-emploi-developpeur-php-h-f-nantes-pays-de-la-loire-esn-editeurs-de-logiciel-services-informatiques-cdi-13384115'}];https://candidat.pole-emploi.fr/offres/recherche/detail/1379187;;;;;;;;;;;;;;;;;;;;;;;;;;
False;Développeur / Développeuse informatique;[];2020-07-10T00:00:00+02:00;2020-06-16T11:26:25+02:00;"Missions :
Dans le cadre de notre projet de déploiement d'un nouvel ERP (Divalto) et de l'évolution de notre site extranet, nous recherchons un développeur informatique qui participera avec l'équipe actuelle à la réalisation d'outils d'interfaçages et de reprises de données. 
Compétences principales recherchées : 
-	Maitrise de l'outil de développement WINDEV
-	Requêtage SQL
-	Connaissance de base Windows, réseau et IIS
-	Compétences supplémentaires : Maitrise d'un ETL de type Talend
Profil attendu	:
-	Vous justifiez d'une expérience réussie dans un poste similaire.
-	Vous avez une bonne connaissance dans le domaine du développement informatique.";Temps plein;;E;3 ans;[];102KYJZ;Développeur / Développeuse informatique (H/F);[];Contrat travail;1;6;Employé qualifié;M1805;Études et développement informatique;CDD;Contrat à durée déterminée - 12 Mois;LIGARTIS;44150.0;44003.0;47.37277778;44 - ANCENIS ST GEREON;-1.178333332;1;[];https://candidat.pole-emploi.fr/offres/recherche/detail/102KYJZ;;False;37H Horaires normaux;;46.0;Commerce de gros (commerce interentreprises) de fournitures pour la plomberie et le chauffage;50 à 99 salariés;Courriel : r.merlet@ligartis.coop;r.merlet@ligartis.coop;LIGARTIS - Mme Raphaëlle MERLET;LIGARTIS est une coopérative compétitive et innovante avec 400 artisans adhérents, 4 sites, 150 collaborateurs et 55 millions de CA. Spécialisée dans le négoce en chauffage, climatisation, sanitaire, électricité, électroménager, cuisine, carrelage et couverture.;;https://www.orcab.coop/cooperatives/ligartis;;;;salaire selon expérience;salaire selon expérience;;;;;;;;
False;Développeur / Développeuse informatique;[];2020-07-15T09:15:33+02:00;2020-06-15T08:21:21+02:00;"POSTE : Développeur Cobol Pacbase DB2 H/F
PROFIL : Pour assurer pleinement cette mission, nous renforçons nos équipes et recrutons un(e) Développeur Concepteur H/F COBOL Pacbase DB2 confirmé(e).
- Vous présentez plusieurs années d'expériences sur des fonctions similaires, idéalement en environnement bancaire / monétique.
- Vous êtes familiarisé(e) avec les méthodes agiles.
- Vous portez un intérêt réel pour l'environnement fonctionnel dans lequel vous évoluez.
- Vous êtes impliqué(e) et avez le sens du service.
sont autant de points forts que nous saurons apprécier.
Au-delà de la mission, vous souhaitez intégrer une happy entreprise en pleine expansion, aux valeurs humaines et RSE fortes, venant d'être labellisée B-CORP ?
Alors rejoignez-nous !
DESCRIPTION : Rejoignez une B-Corp !
Intégré(e) aux équipes de notre client, et sur la base des expressions de besoins auxquelles, vous aurez à définir les spécifications, à concevoir et mettre à disposition une solution logicielle testée et / ou une correction, dans le respect des évolutions souhaitées, des normes, des coûts, de la qualité et des délais.
Vous serez intégré(e) à une équipe Agile, appliquant la méthode Scrum.
Idéalement, vous avez évolué dans un environnement monétique !
Parmi vos activités principales, vous retrouverez des travaux :
d'ANALYSE :
- Définition des spécifications générales.
- Analyse Technique.
- Paramétrage des progiciels applicatifs (ERP).
- Prototypage.
de DEVELOPPEMENT :
- Réalisation de modules (objets et composants logiciels).
- Développement d'applications répondant aux besoins clients.
- Adaptation des solutions actuelle pour portage d'applications sur nouveaux systèmes d'exploitation.
- Debug, tests, documentations.
- Choix des options techniques les plus appropriées (réutilisation, amélioration ou la reconfiguration).
- Validation des résultats avec les représentants des utilisateurs.
de QUALIFICATION :
- Elaboration de jeux d'essais pour tests unitaires d'intégration.
- Déroulement des tests unitaires.
- Identification et traitement des dysfonctionnements.
de MAINTENANCE :
- Support technique et correction des problèmes remontés par les utilisateurs.

En bref : Systèmes d'exploitation, COBOL, IBM DB2, Pacbase, Analyste mainframe, Développeur informatique";Non renseigné;1;E;Expérience exigée (1);[];1304128;Développeur / Développeuse informatique (H/F);[];Contrat travail;1;8;Agent de maîtrise;M1805;Études et développement informatique;CDI;Contrat à durée indéterminée;;44000.0;44109.0;47.217220306;44 - NANTES;-1.553889036;2;[{'logo': 'https://www.pole-emploi.fr/static/img/partenaires/ouestjob80.png', 'nom': 'OUESTJOB', 'url': 'https://www.ouestjob.com/emplois/offre-4146637.html?&utm_source=pole_emploi&utm_medium=flux&utm_campaign=pole_emploi&utm_term=origin'}];https://candidat.pole-emploi.fr/offres/recherche/detail/1304128;;;;;;;;;;;;;;;;;Non précisé.;;;;;;;;;
True;Développeur / Développeuse web;[];2020-07-13T09:03:44+02:00;2020-06-13T11:10:06+02:00;"POSTE : Développeur Web H/F
PROFIL : Vous recherchez un nouveau challenge dans le domaine du digital et des nouvelles technologies, et êtes :
- De formation supérieure Bac +2 en informatique ou digital.
- A l'aise avec les nouvelles technologies.
- Dynamique, autonome, capable de travailler en équipe.
DESCRIPTION : MyDigitalSchool, l'école des métiers du digital, propose des formations Bac +3 à Bac +5 en initial et en alternance.
Nous recherchons pour l'un de nos partenaires, un Développeur Web H/F en alternance dans le cadre du B3 Développeur Web (Titre certifié de niveau 6 - Bac +3 reconnu par l'Etat et validant 180 crédits ECTS).
Pour plus d'informations sur MyDigitalSchool : https://www.mydigitalschool.com/demande-de-documentation
Le poste et les missions vous plaisent Envoyez-nous votre CV et nous vous contacterons pour échanger sur votre projet.
Vous intégrez l'équipe de notre partenaire et travaillez en étroite relation avec les développeurs Fullstack, le chef de projets et les designers.
100% intégréà notre équipe agile, vous participerez aux missions suivantes :
- Développement des fonctionnalités sur des applications existantes.
- Mise en production de ces applications dans le cloud.
- Participation au recueil des besoins avec les équipes IT et la DSI.
- Anticipation et gestion des problèmes rencontrés par les utilisateurs.
- Veille technologique.
- Proposer des solutions techniques adaptées.
- Echanger avec les équipes IT de la DSI.
- Participer à la garantie de la cohérence entre les pages codées et les maquettes graphiques.

En bref : Développeur web";Non renseigné;0;D;Débutant accepté (0);[{'codeFormation': '31054', 'commentaire': 'Pas de commentaire formation', 'domaineLibelle': 'Informatique', 'exigence': 'S', 'niveauLibelle': 'Bac+2 ou équivalents'}];1258775;Développeur / Développeuse multimédia (H/F);[];Contrat apprentissage;1;7;Technicien;M1805;Études et développement informatique;CDD;Contrat à durée déterminée - 12 Mois;;44800.0;44162.0;47.211391449;44 - ST HERBLAIN;-1.651111007;2;[{'logo': 'https://www.pole-emploi.fr/static/img/partenaires/ouestjob80.png', 'nom': 'OUESTJOB', 'url': 'https://www.ouestjob.com/emplois/offre-4135857.html?&utm_source=pole_emploi&utm_medium=flux&utm_campaign=pole_emploi&utm_term=origin'}];https://candidat.pole-emploi.fr/offres/recherche/detail/1258775;;;;;;;;;;;;;;;;;;;;;;;;;;
False;Informaticien chargé / Informaticienne chargée d'étude;[];2020-06-29T05:41:44+02:00;2020-06-11T18:27:33+02:00;Editeur de Logiciel (Athéneo, GCSP - développés en interne), nous proposons une approche technologique vers une offre orientée clients et services, permettant aux entreprises de se concentrer sur leur cœur de métier.MISMO, c'est 150 salariés, 6 sites, 21.5 M€ CA et 45000 prestations réalisées chaque année.Vous cherchez et souhaitez intégrer un groupe dynamique, partageant des valeurs fortes depuis plusieurs décennies et proposant des possibilités d'évolution ? mais pas que. alors apportez-nous vos différences pour co-construire notre histoire en nous rejoignant.Rejoignez la MISMO COMMUNITY https://www.youtube.com/watch?v=eFMy3ZkwWTcRattaché(e) à notre Business Unit Gestion, vous participez à l'ensemble des phases de spécification, de réalisation, ainsi que de livraison d'un projet de développement, dans le respect des technologies retenues, les délais et les normes de qualité définies.Vos responsabilités :-      Contribuer à la définition des spécifications générales,-      Réaliser l'analyse technique et l'étude détaillée,-      Rédiger les documentations (spécifications techniques, nomenclature, ...),-      Développer,-      Élaborer les jeux d'essais pour les tests-      Assurer les maintenances corrective et évolutive,-      Assurer la hotline technico-fonctionnelle de niveau II.De plus, vous participez activement à la veille technologique des prototypes, des maquettes dans le respect du processus de création d'innovationDe formation supérieure en Informatique, vous bénéficiez d'une 'expérience significative dans le développement sous SQL.Votre rigueur pour abordez les projets et le développement sont des atouts majeurs à la réussite de votre mission. Votre sens de l'écoute, vos capacités d'analyse et de synthèse ainsi que votre expérience de la conception seront des savoir-faire essentiels au poste.Nous vous offrons l'opportunité d'intégrer une entreprise engagée dans une démarche RSE (environnementale et sociétale) et handi-accueillante associée à un cadre de travail bienveillant, une ambiance conviviale ainsi qu'un accompagnement et bien plus encore.. Alors n'hésitez pas à nous rejoindre.Quel que soit votre parcours ou votre personnalité, le succès de votre intégration dépendra de votre capacité à bien appréhender les valeurs de la société.Vous avez envie d'intégrer un environnement dynamique où l'esprit d'équipe, la simplicité et la créativité portent les projets d'entreprise ? Alors n'hésitez pas à nous rejoindre !;Non renseigné;;E;Expérience exigée de 1 An(s);[];1203168;Concepteur-Développeur F/H H/F;[];Contrat travail;1;X;;M1805;Études et développement informatique;CDI;Contrat à durée indéterminée;;;;;44 - Loire Atlantique;;2;[{'logo': 'https://www.pole-emploi.fr/static/img/partenaires/carriereonline80.png', 'nom': 'CARRIEREONLINE', 'url': 'http://www.carriereonline.com/offre-emploi/concepteur-developpeur-f-h/loire-atlantique-44/13438860/?xtor=SEC-1321'}];https://candidat.pole-emploi.fr/offres/recherche/detail/1203168;;;;;;;;;;;;;;;;;;;;;;;;;;
False;Développeur / Développeuse informatique;[];2020-06-26T08:44:26+02:00;2020-06-11T07:57:57+02:00;"POSTE : Développeur Java 8 H/F
PROFIL : Une bonne connaissance en Java (6, 7, 8), Jenkins, Maven, Git, Programmation réactive (Rx Java) seront un atout certain pour démarrer dans ce poste.
Tu veux en savoir plus ? Notre équipe de FunRH sera ravie de te rencontrer et de t'en dire plus !
Suivez nous sur les réseaux sociaux : Facebook, Linkedin, Viadeo ou Twitter :@SII_Atlantique !
Au palmarès Great place To Work 2019, SII a également été labélisé Happy Candidate et Meilleur Employeur 2019 par la revue Capital.
Le Groupe SII est signataire de la Charte de la diversité en entreprise et est une entreprise handi-accueillante.
#LI-PR1
DESCRIPTION : Partenaire technologique des grandes entreprises, le groupe SII est au coeur de l'économie de l'innovation avec 7000 consultants et une présence internationale sur 74 sites. Pour nos collaborateurs, SII c'est aussi de la convivialité, de la technicité et des métiers passionnants qui génèrent expériences et opportunités de carrières. Depuis 1979, notre organisation en agences avec un minimum de niveaux hiérarchiques vous assure proximité géographique et managériale.
SII Atlantique c'est :
- 240 Fungénieurs qui partagent un même esprit #collectif #partage.
- Des clients Grands Comptes qui t'apporteront de la richesse technique, fonctionnelle et méthodologique.
- Un suivi régulier et personnalisé : ton manager, ta référente RH et ta référente administrative seront là pour t'accompagner dans l'aventure SII.
- Des moments de fun et de partage : AfterWorks, Soirées d'agence, événements sportifs, petits déjeuners.
- Des speak up au moins tous les 15 jours.
- Des formations régulières adaptées à tes envies et à ton évolution.
Bonjour à toi qui lit cette annonce,
Passionné(e) par l'univers java, tu souhaites t'investir sur Nantes, sur un projet de réunification, modernisation et développement de plusieurs applications dans un cadre de développement en mode AGILE?
Alors lis la suite !
Intégré(e) dans un contexte dynamique sur des activités de défense et de radio, tu seras amené(e) à intervenir sur les activités nécessaires au développement des applications : de la rédaction et prise en compte d'un cahier des charges au développement en passant par la recette et la documentation associée.
Et si tu te lasses de ta mission ? Toute l'équipe sera à ton écoute et nous te trouverons un nouveau projet.
Et si tu veux évoluer ? La formation est l'un des piliers chez SII, nous t'accompagnons dans ton projet d'évolution et te trouverons une mission cohérente vis-à-vis de ce projet.
Au-delà de ta mission nous te proposons de participer à la vie de l'agence : retrouver tes collègues autour d'un déjeuner technique, intégrer les communautés techniques et projets pour partager, échanger lors des soirées d'agence et participer au projet de développement de l'entreprise.

En bref : Développeur Java JEE, Java, Jenkins, Maven, Git, Agile Scrum";Non renseigné;0;D;Débutant accepté (0);[];1194029;Développeur / Développeuse informatique (H/F);[];Contrat travail;1;X;;M1805;Études et développement informatique;CDI;Contrat à durée indéterminée;;44000.0;44109.0;47.217220306;44 - NANTES;-1.553889036;2;[{'logo': 'https://www.pole-emploi.fr/static/img/partenaires/ouestjob80.png', 'nom': 'OUESTJOB', 'url': 'https://www.ouestjob.com/emplois/offre-4118525.html?&utm_source=pole_emploi&utm_medium=flux&utm_campaign=pole_emploi&utm_term=origin'}];https://candidat.pole-emploi.fr/offres/recherche/detail/1194029;;;;;;;;;;;;;;;;;Selon profil;;;;;;;;;
