DATE,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX
2014-05-08,122,122,122,0,1
2014-05-09,248,116,119,0,1
2014-05-10,122,122,116,0,1
2014-05-11,116,116,113,0,1
2014-05-12,119,116,113,0,1
2014-05-13,113,119,113,0,1
2014-05-14,143,113,113,0,1
2014-05-15,113,113,113,0,1
2014-05-16,113,113,113,0,1
2014-05-17,113,113,113,0,1
2014-05-18,113,113,113,0,1
2014-05-19,113,113,122,0,1
2014-05-20,143,119,113,0,1
2014-05-21,122,119,116,0,1
2014-05-22,200,116,116,0,1
2014-05-23,116,122,119,0,1
2014-05-24,116,119,116,0,1
2014-05-25,116,116,116,0,1
2014-05-26,113,116,116,0,1
2014-05-27,116,116,116,0,1
2014-05-28,116,116,116,0,1
2014-05-29,116,116,113,0,1
2014-05-30,119,116,113,0,1
2014-05-31,116,113,113,0,1
2014-06-01,113,113,116,0,1
2014-06-03,143,116,116,0,1
2014-06-04,122,113,113,0,1
2014-06-05,113,113,116,0,1
2014-06-06,113,113,113,0,1
2014-06-07,122,116,113,0,1
2014-06-08,113,116,113,0,1
2014-06-10,116,113,113,0,1
2014-06-11,113,113,113,0,1
2014-06-12,113,113,113,0,1
2014-06-13,113,113,113,0,1
2014-06-14,113,116,113,0,1
2014-06-15,113,113,113,0,1
2014-06-16,116,116,113,0,1
2014-06-17,116,116,113,0,1
2014-06-18,116,116,113,0,1
2014-06-19,116,113,113,0,1
2014-06-20,113,113,113,0,1
2014-06-21,113,113,113,0,1
2014-06-22,113,113,113,0,1
2014-06-23,116,116,116,0,1
2014-06-24,113,113,116,0,1
2014-06-25,113,116,113,0,1
2014-06-26,116,116,113,0,1
2014-06-27,119,113,113,0,1
2014-06-28,143,143,116,0,1
2014-06-29,113,116,116,0,1
2014-06-30,116,122,119,0,1
2014-07-01,113,116,200,0,1
2014-07-03,113,113,116,0,1
2014-07-04,113,116,119,0,1
2014-07-05,122,119,122,0,1
2014-07-06,143,113,113,0,1
2014-07-07,113,116,119,0,1
2014-07-08,116,116,113,0,1
2014-07-09,116,116,113,0,1
2014-07-10,113,113,113,0,1
2014-07-11,119,119,113,0,1
2014-07-12,116,113,116,0,1
2014-07-13,122,122,119,0,1
2014-07-14,116,116,113,0,1
2014-07-15,119,119,113,0,1
2014-07-16,116,113,116,0,1
2014-07-17,113,113,113,0,1
2014-07-18,113,113,200,0,1
2014-07-19,200,113,113,0,1
2014-07-20,248,116,116,0,1
2014-07-22,113,116,116,0,1
2014-07-23,113,113,116,0,1
2014-07-24,113,113,200,0,1
2014-07-25,113,113,113,0,1
2014-07-27,113,113,200,0,1
2014-07-28,143,116,113,0,1
2014-07-29,116,119,116,0,1
2014-07-30,116,116,116,0,1
2014-07-31,113,116,116,0,1
2014-08-01,113,113,113,0,1
2014-08-02,200,116,116,0,1
2014-08-03,116,113,116,0,1
2014-08-04,113,116,113,0,1
2014-08-05,113,116,116,0,1
2014-08-06,122,116,122,0,1
2014-08-07,248,119,116,0,1
2014-08-08,143,122,116,0,1
2014-08-09,116,116,116,0,1
2014-08-10,122,116,113,0,1
2014-08-12,116,116,119,0,1
2014-08-13,113,116,113,0,1
2014-08-15,113,113,116,0,1
2014-08-16,143,113,113,0,1
2014-08-17,113,122,113,0,1
2014-08-18,122,116,113,0,1
2014-08-19,113,113,116,0,1
2014-08-20,113,113,116,0,1
2014-08-21,116,116,113,0,1
2014-08-22,113,116,113,0,1
2014-08-23,143,113,113,0,1
2014-08-24,143,116,116,0,1
2014-08-25,122,122,122,0,1
2014-08-26,143,116,116,0,1
2014-08-27,116,122,119,0,1
2014-08-28,143,113,113,0,1
2014-08-29,116,113,113,0,1
2014-08-30,143,116,113,0,1
2014-08-31,248,113,113,0,1
2014-09-01,113,113,113,0,1
2014-09-02,248,113,113,0,1
2014-09-03,143,113,113,0,1
2014-09-04,143,116,113,0,1
2014-09-05,248,116,113,0,1
2014-09-06,143,113,116,0,1
2014-09-07,116,113,113,0,1
2014-09-09,143,116,116,0,1
2014-09-10,116,113,113,0,1
2014-09-11,113,113,113,0,1
2014-09-12,113,113,113,0,1
2014-09-13,122,116,116,0,1
2014-09-14,113,113,119,0,1
2014-09-15,248,116,113,0,1
2014-09-16,113,113,116,0,1
2014-09-17,116,113,113,0,1
2014-09-18,248,113,113,0,1
2014-09-19,248,116,113,0,1
2014-09-20,116,119,113,0,1
2014-09-21,248,119,116,0,1
2014-09-22,116,113,113,0,1
2014-09-23,113,113,116,0,1
2014-09-24,143,113,113,0,1
2014-09-25,248,116,116,0,1
2014-09-26,113,113,113,0,1
2014-09-28,113,113,122,0,1
2014-09-29,143,119,113,0,1
2014-09-30,143,116,113,0,1
2014-10-01,143,116,113,0,5
2014-10-02,143,119,113,0,4
2014-10-03,113,113,113,0,5
2014-10-04,143,119,113,0,4
2014-10-05,113,113,113,0,4
2014-10-06,119,122,116,0,4
2014-10-07,122,119,116,0,4
2014-10-08,119,119,113,0,4
2014-10-09,113,116,113,0,4
2014-10-10,113,116,119,0,4
2014-10-11,113,116,116,0,4
2014-10-12,122,119,122,0,3
2014-10-13,113,116,116,0,4
2014-10-14,113,113,116,0,4
2014-10-15,122,116,116,0,4
2014-10-16,143,116,143,0,5
2014-10-17,116,116,113,0,4
2014-10-18,143,113,113,0,5
2014-10-19,143,113,113,0,5
2014-10-20,143,116,113,0,4
2014-10-21,119,119,113,0,3
2014-10-22,113,116,116,0,4
2014-10-23,113,116,122,0,4
2014-10-24,122,116,116,0,4
2014-10-25,248,119,113,0,3
2014-10-26,143,113,113,0,3
2014-10-27,143,113,113,0,4
2014-10-28,143,113,113,0,4
2014-10-29,143,116,116,0,3
2014-10-30,116,113,113,0,5
2014-10-31,113,113,113,0,5
2014-11-01,143,122,113,0,1
2014-11-02,119,119,116,0,1
2014-11-03,122,122,116,0,1
2014-11-04,113,116,113,0,1
2014-11-05,116,116,113,0,1
2014-11-06,113,113,122,0,1
2014-11-07,113,116,113,0,1
2014-11-08,122,119,122,0,1
2014-11-09,119,113,113,0,1
2014-11-10,113,116,116,0,1
2014-11-11,122,122,119,0,1
2014-11-12,116,116,116,0,1
2014-11-13,116,119,113,0,1
2014-11-14,116,113,116,0,1
2014-11-15,116,116,119,0,1
2014-11-16,113,113,113,0,1
2014-11-17,116,119,122,0,1
2014-11-19,116,113,113,0,1
2014-11-20,119,116,113,0,1
2014-11-21,143,116,113,0,1
2014-11-22,122,116,143,0,1
2014-11-23,248,119,119,0,1
2014-11-24,122,122,200,0,1
2014-11-25,248,200,248,0,1
2014-11-26,143,119,116,0,1
2014-11-27,143,113,122,0,1
2014-11-28,116,116,113,0,1
2014-11-30,113,113,113,0,1
2014-12-01,116,122,119,0,1
2014-12-02,119,116,116,0,1
2014-12-03,122,119,116,0,1
2014-12-04,122,116,122,0,1
2014-12-06,116,113,113,0,1
2014-12-08,119,116,113,0,1
2014-12-09,113,113,116,0,1
2014-12-10,122,116,116,0,1
2014-12-11,116,119,119,0,1
2014-12-12,122,119,122,0,1
2014-12-13,122,122,113,0,1
2014-12-14,143,113,113,0,1
2014-12-15,119,122,122,0,1
2014-12-16,143,119,116,0,1
2014-12-17,122,122,122,0,1
2014-12-18,122,119,119,0,1
2014-12-19,122,122,122,0,1
2014-12-20,113,116,116,0,1
2014-12-21,116,119,119,0,1
2014-12-22,116,122,113,0,1
2014-12-23,113,113,122,0,1
2014-12-24,113,119,122,0,1
2014-12-25,116,116,116,0,1
2014-12-26,116,116,122,0,1
2014-12-27,122,116,116,0,1
2014-12-28,113,113,113,0,1
2014-12-29,113,113,113,0,1
2014-12-30,113,113,143,0,1
2014-12-31,113,113,113,0,1
