WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX
122,122,122,0.0,4
116,116,116,0.0,4
113,122,122,0.0,4
113,113,113,0.0,4
113,116,116,0.0,4
116,116,113,0.0,3
116,113,113,0.0,4
113,116,113,0.0,4
113,116,122,0.0,3
119,119,113,0.0,3
119,122,119,0.0,3
143,116,113,0.0,3
116,116,116,0.0,4
116,113,113,0.0,4
116,119,113,0.0,4
113,119,122,0.0,4
119,122,119,0.0,3
116,122,122,0.0,3
119,116,116,0.0,3
113,113,116,0.0,3
113,116,116,0.0,4
200,122,113,0.0,4
122,116,113,0.0,3
119,122,119,0.0,4
116,113,113,0.0,5
113,113,113,0.0,5
113,113,113,0.0,1
113,113,113,0.0,1
116,116,122,0.0,1
116,116,122,0.0,1
119,119,122,0.0,1
122,119,116,0.0,1
113,113,116,0.0,1
143,113,113,0.0,1
116,122,248,0.0,1
143,122,143,0.0,1
248,122,122,0.0,1
143,116,113,0.0,1
116,119,116,0.0,1
113,113,113,0.0,1
122,122,122,0.0,1
122,122,122,0.0,1
113,122,122,0.0,1
119,122,122,0.0,1
122,122,122,0.0,1
113,122,113,0.0,1
119,113,116,0.0,1
143,113,119,0.0,1
122,122,122,0.0,1
122,122,122,0.0,1
119,122,119,0.0,1
122,122,122,0.0,1
119,119,119,0.0,1
122,122,122,0.0,1
122,119,122,0.0,1
116,119,116,0.0,1
113,122,122,0.0,1
113,113,113,0.0,1
113,122,122,0.0,1
116,113,113,0.0,1
122,116,113,0.0,1
113,113,113,0.0,1
122,113,116,0.0,1
119,116,116,0.0,1
143,113,113,0.0,1
116,122,116,0.0,1
116,116,116,0.0,1
119,122,119,0.0,1
122,122,116,0.0,1
113,119,119,0.0,1
119,119,119,0.0,1
119,119,119,0.0,1
116,116,119,0.0,1
113,116,122,0.0,1
122,122,122,0.0,1
113,113,116,0.0,1
116,116,119,0.0,1
119,119,113,0.0,1
116,113,113,0.0,1
116,122,122,0.0,1
119,116,116,0.0,1
176,113,116,0.0,1
116,113,122,0.0,1
113,113,116,0.0,1
