DATE,WEATHER_CODE_MORNING,WEATHER_CODE_NOON,WEATHER_CODE_EVENING,TOTAL_SNOW_MM,UV_INDEX
2010-05-04,116,113,113,0.0,1
2010-05-05,113,113,116,0.0,1
2010-05-06,116,122,116,0.0,1
2010-05-07,122,119,122,0.0,1
2010-05-08,143,119,113,0.0,1
2010-05-09,119,119,116,0.0,1
2010-05-10,200,248,119,0.0,1
2010-05-11,119,122,119,0.0,1
2010-05-13,122,119,116,0.0,1
2010-05-15,113,119,116,0.0,1
2010-05-16,143,122,116,0.0,1
2010-05-17,116,113,113,0.0,1
2010-05-18,116,116,116,0.0,1
2010-05-19,116,116,116,0.0,1
2010-05-20,113,113,113,0.0,1
2010-05-21,116,113,113,0.0,1
2010-05-22,113,113,113,0.0,1
2010-05-23,113,113,113,0.0,1
2010-05-24,113,113,113,0.0,1
2010-05-25,113,113,113,0.0,1
2010-05-26,116,116,116,0.0,1
2010-05-27,143,122,119,0.0,1
2010-05-28,113,113,113,0.0,1
2010-05-29,122,122,122,0.0,1
2010-05-30,122,116,122,0.0,1
2010-05-31,143,119,122,0.0,1
2010-06-01,248,122,122,0.0,1
2010-06-02,116,119,116,0.0,1
2010-06-04,113,113,116,0.0,1
2010-06-05,113,113,116,0.0,1
2010-06-06,116,116,116,0.0,1
2010-06-07,113,116,116,0.0,1
2010-06-08,116,119,119,0.0,1
2010-06-09,248,119,119,0.0,1
2010-06-10,200,248,116,0.0,1
2010-06-11,122,122,116,0.0,1
2010-06-12,116,116,113,0.0,1
2010-06-13,116,113,113,0.0,1
2010-06-14,116,119,113,0.0,1
2010-06-15,119,122,116,0.0,1
2010-06-16,113,113,113,0.0,1
2010-06-18,116,119,116,0.0,1
2010-06-19,113,116,113,0.0,1
2010-06-20,113,113,113,0.0,1
2010-06-21,113,113,116,0.0,1
2010-06-22,113,113,116,0.0,1
2010-06-23,113,113,113,0.0,1
2010-06-24,113,113,113,0.0,1
2010-06-25,113,113,113,0.0,1
2010-06-27,113,200,122,0.0,1
2010-06-28,116,116,116,0.0,1
2010-06-29,113,113,113,0.0,1
2010-07-01,113,113,113,0.0,1
2010-07-02,113,116,113,0.0,1
2010-07-03,116,116,113,0.0,1
2010-07-04,113,113,113,0.0,1
2010-07-05,119,119,113,0.0,1
2010-07-06,113,113,113,0.0,1
2010-07-07,113,113,113,0.0,1
2010-07-08,113,113,113,0.0,1
2010-07-09,113,113,113,0.0,1
2010-07-10,113,113,113,0.0,1
2010-07-11,113,113,113,0.0,1
2010-07-12,119,122,116,0.0,1
2010-07-13,119,116,113,0.0,1
2010-07-14,122,116,116,0.0,1
2010-07-15,113,116,113,0.0,1
2010-07-16,119,113,119,0.0,1
2010-07-17,113,113,113,0.0,1
2010-07-18,113,113,113,0.0,1
2010-07-19,116,113,113,0.0,1
2010-07-20,113,113,116,0.0,1
2010-07-21,122,116,116,0.0,1
2010-07-22,113,116,113,0.0,1
2010-07-23,116,119,116,0.0,1
2010-07-24,116,122,116,0.0,1
2010-07-25,122,119,113,0.0,1
2010-07-26,116,119,116,0.0,1
2010-07-28,116,116,116,0.0,1
2010-07-29,119,119,113,0.0,1
2010-07-30,113,116,116,0.0,1
2010-07-31,116,113,116,0.0,1
2010-08-01,116,116,116,0.0,1
2010-08-02,143,116,116,0.0,1
2010-08-03,113,116,119,0.0,1
2010-08-04,143,119,116,0.0,1
2010-08-05,143,116,116,0.0,1
2010-08-06,116,113,113,0.0,1
2010-08-07,116,119,116,0.0,1
2010-08-08,143,113,116,0.0,1
2010-08-09,113,113,113,0.0,1
2010-08-10,143,116,119,0.0,1
2010-08-11,248,113,113,0.0,1
2010-08-12,143,116,116,0.0,1
2010-08-13,143,119,116,0.0,1
2010-08-14,143,119,116,0.0,1
2010-08-15,143,113,116,0.0,1
2010-08-16,143,113,113,0.0,1
2010-08-17,113,119,119,0.0,1
2010-08-18,119,113,113,0.0,1
2010-08-19,119,113,113,0.0,1
2010-08-21,113,113,113,0.0,1
2010-08-22,113,116,122,0.0,1
2010-08-23,122,122,116,0.0,1
2010-08-26,248,122,116,0.0,1
2010-08-27,119,116,119,0.0,1
2010-08-28,248,113,113,0.0,1
2010-08-29,143,113,113,0.0,1
2010-08-30,248,113,113,0.0,1
2010-08-31,248,113,113,0.0,1
2010-09-01,116,122,113,0.0,1
2010-09-02,113,113,113,0.0,1
2010-09-04,116,113,113,0.0,1
2010-09-05,113,116,113,0.0,1
2010-09-06,143,116,119,0.0,1
2010-09-07,248,113,248,0.0,1
2010-09-09,248,116,113,0.0,1
2010-09-10,248,113,113,0.0,1
2010-09-11,113,113,113,0.0,1
2010-09-12,248,113,113,0.0,1
2010-09-14,248,113,113,0.0,1
2010-09-15,248,122,116,0.0,1
2010-09-16,248,116,116,0.0,1
2010-09-17,248,116,122,0.0,1
2010-09-18,113,113,113,0.0,1
2010-09-19,113,113,113,0.0,1
2010-09-20,143,113,113,0.0,1
2010-09-21,113,113,113,0.0,1
2010-09-22,113,113,116,0.0,1
2010-09-23,248,116,116,0.0,1
2010-09-24,116,116,116,0.0,1
2010-09-25,248,119,119,0.0,1
2010-09-26,143,122,116,0.0,1
2010-09-27,113,113,116,0.0,1
2010-09-29,113,122,143,0.0,1
2010-09-30,248,122,116,0.0,1
2010-10-01,122,122,122,0.0,1
2010-10-02,122,116,143,0.0,1
2010-10-03,116,116,122,0.0,1
2010-10-04,248,122,116,0.0,1
2010-10-05,122,122,122,0.0,1
2010-10-06,248,116,143,0.0,1
2010-10-07,119,113,113,0.0,1
2010-10-08,200,113,113,0.0,1
2010-10-09,116,116,122,0.0,1
2010-10-10,248,116,116,0.0,1
2010-10-11,113,113,116,0.0,1
2010-10-12,113,113,113,0.0,1
2010-10-13,113,113,113,0.0,1
2010-10-15,248,119,143,0.0,1
2010-10-16,143,116,116,0.0,1
2010-10-17,143,113,113,0.0,1
2010-10-18,143,113,116,0.0,1
2010-10-19,119,119,116,0.0,1
2010-10-20,143,113,113,0.0,1
2010-10-21,113,116,113,0.0,1
2010-10-22,113,113,113,0.0,1
2010-10-23,113,119,119,0.0,1
2010-10-24,143,113,113,0.0,1
2010-10-25,116,113,113,0.0,1
2010-10-26,113,116,113,0.0,1
2010-10-27,113,116,122,0.0,1
2010-10-28,248,113,113,0.0,1
2010-10-29,119,113,122,0.0,1
2010-10-30,113,113,122,0.0,1
2010-10-31,119,119,119,0.0,1
2010-11-01,248,116,143,0.0,1
2010-11-02,143,122,248,0.0,1
2010-11-03,248,122,122,0.0,1
2010-11-04,248,119,119,0.0,1
2010-11-05,143,116,143,0.0,1
2010-11-06,248,122,122,0.0,1
2010-11-07,122,116,113,0.0,1
2010-11-08,122,116,119,0.0,1
2010-11-09,116,200,113,0.0,1
2010-11-10,122,116,116,0.0,1
2010-11-11,122,122,122,0.0,1
2010-11-12,122,119,122,0.0,1
2010-11-13,122,122,122,0.0,1
2010-11-14,116,116,113,0.0,1
2010-11-15,119,116,143,0.0,1
2010-11-16,113,113,116,0.0,1
2010-11-17,122,122,143,0.0,1
2010-11-18,116,116,113,0.0,1
2010-11-19,143,116,122,0.0,1
2010-11-20,119,122,122,0.0,1
2010-11-21,122,122,116,0.0,1
2010-11-23,143,113,143,0.0,1
2010-11-24,143,113,143,0.0,1
2010-11-25,248,116,113,0.0,1
2010-11-26,113,119,116,0.0,1
2010-11-27,143,119,119,0.2,1
2010-11-28,143,200,260,1.0,1
2010-11-29,143,113,116,0.0,1
2010-11-30,113,113,113,0.0,1
2010-12-01,119,116,113,0.0,1
2010-12-02,143,116,260,0.3,1
2010-12-03,260,116,113,0.0,1
2010-12-04,122,119,116,0.0,1
2010-12-05,143,248,248,0.0,1
2010-12-06,122,122,143,0.0,1
2010-12-07,122,122,122,0.0,1
2010-12-08,122,122,116,0.0,1
2010-12-09,113,113,113,0.0,1
2010-12-10,113,113,113,0.0,1
2010-12-11,113,113,113,0.0,1
2010-12-12,119,116,113,0.0,1
2010-12-13,119,113,113,0.0,1
2010-12-14,113,116,113,0.0,1
2010-12-15,113,113,116,0.0,1
2010-12-16,248,119,119,0.0,1
2010-12-17,143,113,116,0.0,1
2010-12-18,116,122,248,0.0,1
2010-12-19,122,113,119,0.0,1
2010-12-20,143,116,116,0.0,1
2010-12-21,143,122,122,0.0,1
2010-12-22,119,122,122,0.0,1
2010-12-23,119,116,116,0.0,1
2010-12-24,119,119,113,0.0,1
2010-12-25,116,113,113,0.0,1
2010-12-26,143,116,113,0.0,1
2010-12-27,119,116,116,0.0,1
2010-12-28,122,119,116,0.0,1
2010-12-29,143,119,119,0.0,1
2010-12-30,119,116,116,0.0,1
2010-12-31,119,113,116,0.0,1
